order_item_id,order_id,product_id,quantity,unit_price,discount
230,149,42,3,2489.0,100
231,150,40,3,4279.0,0
232,151,24,1,699.0,100
233,152,15,1,2739.0,20
234,153,26,3,1969.0,150
235,154,3,1,4509.0,0
236,155,9,1,539.0,50
237,156,23,2,4479.0,0
238,157,37,2,2519.0,20
239,157,3,2,4509.0,20
240,158,35,3,1059.0,100
241,158,21,2,369.0,100
242,158,41,3,329.0,20
243,159,25,1,439.0,150
244,159,7,2,2589.0,0
245,160,43,1,599.0,0
246,160,42,3,2489.0,100
247,161,28,2,1069.0,100
248,161,15,2,2739.0,150
249,161,40,3,4279.0,100
250,162,37,2,2519.0,100
251,163,9,1,539.0,150
252,163,15,1,2739.0,150
253,163,47,1,3969.0,20
254,164,39,3,3539.0,0
255,165,29,3,1869.0,150
256,165,18,2,539.0,100
257,166,11,1,4889.0,50
258,166,41,3,329.0,100
259,167,29,1,1869.0,0
260,168,16,2,3489.0,0
261,168,50,1,319.0,20
262,169,16,1,3489.0,150
263,170,4,1,1059.0,0
264,171,46,1,4599.0,100
265,172,34,2,2489.0,50
266,173,48,1,749.0,100
267,173,3,3,4509.0,50
268,173,10,2,4559.0,0
269,174,9,2,539.0,100
270,175,47,3,3969.0,150
271,175,24,2,699.0,50
272,175,32,1,3929.0,20
273,176,24,1,699.0,100
274,176,45,1,4619.0,100
275,177,44,2,2049.0,100
276,178,36,1,819.0,0
277,178,15,2,2739.0,150
278,179,14,3,4099.0,0
279,180,32,3,3929.0,20
280,181,23,2,4479.0,50
281,182,30,2,1539.0,150
282,183,23,1,4479.0,0
283,184,10,1,4559.0,20
284,185,11,1,4889.0,20
285,186,49,1,3039.0,20
286,186,48,2,749.0,100
287,187,9,3,539.0,0
288,188,6,3,4899.0,20
289,189,20,3,1069.0,100
290,190,26,2,1969.0,100
291,191,21,1,369.0,0
292,192,44,3,2049.0,0
293,193,50,2,319.0,20
294,193,11,2,4889.0,150
295,194,48,1,749.0,150
296,195,24,2,699.0,150
297,195,8,3,1189.0,50
298,195,19,1,1079.0,100
299,196,13,1,2849.0,0
300,196,10,2,4559.0,100
301,197,40,1,4279.0,0
302,197,26,1,1969.0,150
303,198,12,1,2649.0,20
304,199,13,3,2849.0,50
305,200,38,3,3989.0,0
306,200,20,2,1069.0,150
307,200,5,1,1839.0,0
308,201,1,1,1929.0,150
309,202,47,2,3969.0,20
310,203,9,1,539.0,50
311,203,40,2,4279.0,150
312,203,42,1,2489.0,50
313,204,50,3,319.0,20
314,204,47,3,3969.0,150
315,204,25,2,439.0,50
316,205,2,2,1699.0,20
317,206,27,1,2839.0,0
318,207,23,2,4479.0,50
319,208,11,3,4889.0,0
320,209,37,3,2519.0,0
321,209,44,1,2049.0,100
322,210,30,3,1539.0,0
323,211,24,2,699.0,100
324,212,41,1,329.0,150
325,213,44,1,2049.0,100
326,213,28,1,1069.0,20
327,214,5,1,1839.0,150
328,215,5,2,1839.0,20
329,215,14,3,4099.0,100
330,216,23,3,4479.0,0
331,216,38,3,3989.0,100
332,217,22,2,2439.0,50
333,218,50,1,319.0,0
334,218,23,3,4479.0,100
335,219,14,3,4099.0,100
336,219,32,3,3929.0,150
337,220,19,2,1079.0,150
338,220,26,1,1969.0,50
339,221,19,3,1079.0,50
340,221,47,3,3969.0,20
341,222,25,1,439.0,50
342,222,4,1,1059.0,20
343,223,42,2,2489.0,50
344,223,14,1,4099.0,100
345,224,24,3,699.0,20
346,225,30,2,1539.0,100
347,225,4,2,1059.0,150
348,226,41,3,329.0,100
349,226,34,3,2489.0,20
350,226,40,3,4279.0,0
351,227,24,1,699.0,100
352,228,43,3,599.0,50
353,228,27,2,2839.0,50
354,229,13,2,2849.0,0
355,230,18,3,539.0,50
356,230,40,1,4279.0,100
357,230,12,1,2649.0,150
358,231,47,3,3969.0,0
359,232,32,3,3929.0,100
360,233,50,3,319.0,150
361,233,3,2,4509.0,20
362,234,20,3,1069.0,20
363,235,43,1,599.0,100
364,236,16,2,3489.0,150
365,237,21,2,369.0,100
366,238,18,1,539.0,20
367,239,8,1,1189.0,0
368,239,32,2,3929.0,50
369,239,37,2,2519.0,50
370,240,25,2,439.0,50
371,240,39,1,3539.0,150
372,240,11,3,4889.0,100
373,241,39,2,3539.0,100
374,241,22,1,2439.0,20
375,241,30,1,1539.0,20
376,242,3,2,4509.0,20
377,243,8,1,1189.0,20
378,244,45,2,4619.0,150
379,244,15,3,2739.0,50
380,245,34,1,2489.0,50
381,246,16,2,3489.0,150
382,247,16,2,3489.0,0
383,248,22,2,2439.0,100
384,248,46,1,4599.0,50
385,249,1,1,1929.0,150
386,250,45,2,4619.0,150
387,250,12,3,2649.0,50
388,251,39,1,3539.0,20
389,252,41,2,329.0,150
390,252,11,1,4889.0,50
391,253,16,1,3489.0,50
392,254,48,3,749.0,20
393,255,48,2,749.0,0
394,256,39,2,3539.0,20
395,256,9,2,539.0,20
396,257,39,2,3539.0,20
397,258,37,1,2519.0,50
398,258,8,2,1189.0,0
399,259,43,2,599.0,20
400,259,10,1,4559.0,150
401,260,3,3,4509.0,150
402,261,36,1,819.0,20
403,261,11,2,4889.0,50
404,262,49,3,3039.0,150
405,263,29,1,1869.0,50
406,263,39,1,3539.0,150
407,264,45,1,4619.0,20
408,265,12,2,2649.0,20
409,265,38,1,3989.0,150
410,265,46,1,4599.0,100
411,266,4,1,1059.0,150
412,267,41,1,329.0,0
413,267,33,2,2509.0,150
414,268,1,1,1929.0,50
415,268,30,2,1539.0,50
416,269,39,3,3539.0,50
417,269,14,1,4099.0,100
418,270,1,1,1929.0,50
419,270,45,2,4619.0,20
420,270,16,2,3489.0,50
421,271,16,3,3489.0,20
422,271,6,3,4899.0,0
423,272,48,3,749.0,50
424,272,38,1,3989.0,100
425,273,33,3,2509.0,100
426,273,29,1,1869.0,100
427,274,4,2,1059.0,50
428,275,37,2,2519.0,100
429,275,33,1,2509.0,50
430,275,47,1,3969.0,0
431,276,23,2,4479.0,50
432,277,11,3,4889.0,100
433,277,32,3,3929.0,0
434,278,38,1,3989.0,100
435,278,44,2,2049.0,0
436,279,20,2,1069.0,50
437,280,33,2,2509.0,50
438,281,50,1,319.0,100
439,282,24,3,699.0,50
440,282,15,1,2739.0,50
441,283,15,1,2739.0,20
442,283,48,1,749.0,150
443,284,45,3,4619.0,0
444,284,6,1,4899.0,50
445,285,35,2,1059.0,20
446,286,22,1,2439.0,100
447,286,47,1,3969.0,150
448,286,28,2,1069.0,0
449,287,42,3,2489.0,100
450,288,24,2,699.0,100
451,288,21,1,369.0,50
452,289,1,2,1929.0,150
453,290,20,3,1069.0,150
454,291,35,1,1059.0,100
455,292,2,3,1699.0,150
456,293,8,2,1189.0,100
457,293,25,2,439.0,150
458,293,21,3,369.0,150
459,294,30,2,1539.0,0
460,295,5,3,1839.0,100
461,295,36,2,819.0,150
462,296,31,2,2669.0,0
463,296,8,2,1189.0,20
464,296,4,2,1059.0,50
465,297,18,2,539.0,20
466,297,31,3,2669.0,150
467,298,24,2,699.0,50
468,299,21,1,369.0,0
469,299,31,2,2669.0,20
470,299,25,1,439.0,50
471,300,7,3,2589.0,100
